A.fimbriata,A.infuscatus,A.ochrolaemus,A.roraimae,A.rubiginosus,A.spadiceus,B.capensis,B.rivularis,C.aenea,C.arada,C.caeruleus,C.cinerascens,C.cyanoides,C.elegans,C.gutturalis,C.inda,C.largipennis,C.lineatus,C.mellisugus,C.mosquitus,C.notatus,C.spiza,C.talpacoti,C.tyrannina,C.ustulatus,C.variegatus,Co.torquatus,D.certhia,D.fuliginosa,D.longicauda,D.merula,D.picus,D.pipra,E.gutturalis,F.analis,F.colma,F.mellivora,F.viridis,G.albirostris,G.hirsutus,G.montana,G.rufigula,G.spirurus,H.cantator,H.flavicollis,H.leucosticta,H.macularius,H.melanopogon,H.muscicapinus,H.naevius,H.ochraceiceps,H.perrotii,L.albolineatus,L.fulvus,L.galeatus,L.hypopyrra,L.rufaxilla,L.verreauxi,L.vociferans,M.axillaris,M.barbatus,M.behni,M.ferruginea,M.gilvicollis,M.guttata,M.longipennis,M.macconnelli,M.menetriesii,M.momota,M.oleagineus,M.schisticolor,M.sulphureipygius,M.swainsoni,M.villosus,M.viridicata,M.watsonii,My.torquata,N.chrysocephalum,N.tectus,O.coronatus,O.inerme,P.albicollis,P.albifrons,P.augusti,P.carnifex,P.coronatus,P.crepitans,P.griseogularis,P.longuemareus,P.melanocephalus,P.platyrhynchos,P.pyrrhodes,P.ruber,P.ruficaudatum,P.saturatus,P.stellaris,P.striigularis,P.subvinacea,P.superciliosus,P.uropygialis,Pe.erythromelas,Ph.erythrocercum,Pi.erythrocephala,R.olivaceus,R.ruficauda,S.grossus,S.leucostigma,S.mexicanus,S.olivacea,S.rufigularis,S.turdina,T.albicollis,T.ardesiacus,T.caesius,T.chionurus,T.erythrurus,T.fumigatus,T.furcata,T.insignis,T.leucurus,T.melanurus,T.murinus,T.pella,T.punctatus,T.sulphurescens,T.surinamus,T.violaceus,T.virescens,W.poecilonota,X.guttatus,X.minutus,X.obsoletus,X.pardalotus,X.promeropirhynchus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.209242619,0,1.604621309,0,0,0,0,0,0,0,0,3.209242619,0,0,1.604621309,0,33.6970475,0,0,4.813863928,1.604621309,0,0,0,0,0,8.023106547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.023106547,0,0,1.604621309,0,0,0,0,0,1.604621309,0,1.604621309,0,0,0,0,3.209242619,0,0,0,0,0,0,0,0,0,0,0,1.604621309,0,0,0,8.023106547,0,0,0,1.604621309,0,0,0,0,0,0,0,4.813863928,3.209242619,0,0,0,0,0,0,0,0,0,0,0,0,0,1.604621309,0,0,9.627727856,0,0,0,1.604621309,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.657000829,0,0,0,0,0,0,0,0,0,0,0,1.657000829,0,1.657000829,0,29.82601491,0,0,1.657000829,0,0,0,0,0,3.314001657,4.971002486,1.657000829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.628003314,3.314001657,0,0,4.971002486,0,0,0,3.314001657,1.657000829,0,0,0,0,0,0,0,3.314001657,0,0,0,0,0,0,0,0,0,0,0,6.628003314,0,0,0,0,0,0,0,1.657000829,0,0,0,0,0,4.971002486,0,0,0,3.314001657,0,0,0,0,0,0,0,0,1.657000829,0,0,0,0,0,0,1.657000829,4.971002486,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.610305958,0,0,3.220611916,0,1.610305958,0,3.220611916,0,38.647343,0,0,0,0,0,0,0,0,1.610305958,4.830917874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.49275362,0,0,0,0,0,0,0,0,0,1.610305958,9.661835749,0,0,0,0,4.830917874,0,0,0,0,0,0,0,0,0,0,0,3.220611916,0,0,0,1.610305958,0,0,0,1.610305958,0,0,0,0,0,0,0,0,1.610305958,11.27214171,0,0,0,0,1.610305958,0,0,0,0,0,0,0,0,0,0,3.220611916,0,8.051529791,0,0,1.610305958
0,0,0,0,0,1.680672269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.680672269,0,0,0,0,0,0,1.680672269,0,6.722689076,1.680672269,0,0,0,0,0,0,1.680672269,8.403361345,13.44537815,3.361344538,0,0,0,0,0,0,1.680672269,0,0,0,0,0,0,0,0,0,0,0,1.680672269,0,0,1.680672269,3.361344538,0,0,1.680672269,0,0,0,0,0,0,0,0,0,0,0,0,1.680672269,0,0,0,0,0,0,0,0,0,0,0,1.680672269,0,0,0,0,0,0,0,3.361344538,0,0,1.680672269,0,0,0,0,0,1.680672269,1.680672269,0,0,0,0,0,0,0,0,1.680672269,0,0,0,0,0,0,5.042016807,0,0,0,0,0
0,0,3.174603175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.587301587,0,0,0,0,0,0,0,1.587301587,1.587301587,0,0,0,0,0,0,0,6.349206349,9.523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.174603175,0,0,0,1.587301587,0,0,0,0,0,0,0,0,0,0,0,0,0,15.87301587,0,1.587301587,0,0,0,0,0,0,0,0,0,3.174603175,0,0,0,1.587301587,0,0,0,1.587301587,0,0,0,0,1.587301587,0,0,0,0,4.761904762,0,0,0,0,0,0,0,0,1.587301587,0,0,0,0,0,0,3.174603175,1.587301587,0,0,0,0
0,0,0,0,0,0,1.610305958,1.610305958,0,0,0,0,0,1.610305958,4.830917874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.220611916,1.610305958,3.220611916,0,0,0,0,3.220611916,0,0,0,12.88244767,6.441223833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.661835749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.830917874,1.610305958,0,0,0,0,0,0,0,0,0,0,3.220611916,0,0,0,1.610305958,0,0,0,4.830917874,0,0,0,0,0,0,0,0,0,3.220611916,0,0,0,0,0,0,0,0,0,0,0,0,3.220611916,0,0,1.610305958,3.220611916,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.782531194,0,0,0,0,0,0,1.782531194,0,0,0,0,3.565062389,0,1.782531194,0,19.60784314,0,0,0,0,0,0,0,0,5.347593583,10.69518717,0,0,0,0,1.782531194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.782531194,1.782531194,1.782531194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.130124777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.347593583,0,0,0,1.782531194,0,0,0,3.565062389,0,0,0,0,3.565062389,3.565062389,1.782531194,0,0,0,0,0,5.347593583,0,0,0,0,0,3.565062389,0,0,3.565062389,5.347593583,0,0,0,0
0,0,0,0,0,0,0,0,1.578282828,0,0,1.578282828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.313131313,0,11.0479798,1.578282828,4.734848485,1.578282828,0,0,0,0,0,4.734848485,6.313131313,0,0,0,0,0,0,0,4.734848485,0,0,0,0,0,0,0,0,0,0,4.734848485,0,0,3.156565657,0,9.46969697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.93939394,0,0,0,0,0,0,0,0,0,0,0,0,1.578282828,0,0,0,0,0,0,0,0,0,0,1.578282828,1.578282828,1.578282828,1.578282828,0,3.156565657,4.734848485,4.734848485,0,1.578282828,0,1.578282828,0,0,0,6.313131313,0,0,0,1.578282828,0,0,11.0479798,4.734848485,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.587301587,0,0,0,0,0,0,6.349206349,0,0,0,0,0,1.587301587,0,0,15.87301587,0,1.587301587,3.174603175,0,0,0,0,0,1.587301587,7.936507937,0,0,0,0,0,1.587301587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.587301587,0,0,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.174603175,0,0,1.587301587,0,0,0,0,0,0,0,0,0,0,0,0,1.587301587,0,4.761904762,0,0,0,0,0,0,0,0,0,0,0,1.587301587,0,0,0,0,1.587301587,0,3.174603175,0,0,0,0,0,0,0,0,0,4.761904762,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.730103806,0,5.190311419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.84083045,0,0,0,0,0,0,0,0,5.190311419,13.84083045,0,0,0,1.730103806,0,0,0,1.730103806,3.460207612,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,20.76124567,0,0,0,0,0,0,0,0,0,1.730103806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.190311419,0,0,0,0,0,0,0,0,0,0,0,1.730103806,0,0,0,0,0,0,1.730103806,0,0,0,0,0,0,0,0,0,0,1.730103806,0,0,0,0,0
0,0,1.578282828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.578282828,0,4.734848485,0,17.36111111,1.578282828,3.156565657,0,0,0,0,0,0,3.156565657,9.46969697,1.578282828,0,0,0,0,0,0,7.891414141,0,0,0,0,0,0,0,0,1.578282828,0,0,0,0,4.734848485,3.156565657,12.62626263,3.156565657,0,0,0,1.578282828,0,0,0,0,0,1.578282828,0,1.578282828,0,1.578282828,3.156565657,0,0,0,0,0,0,0,0,0,0,0,1.578282828,0,0,0,0,0,1.578282828,0,1.578282828,0,0,0,0,1.578282828,1.578282828,0,0,1.578282828,6.313131313,1.578282828,0,0,0,0,0,0,0,0,0,0,0,4.734848485,0,0,7.891414141,9.46969697,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.564945227,0,0,0,10.95461659,3.129890454,0,1.564945227,0,0,0,0,0,1.564945227,10.95461659,0,0,0,3.129890454,0,0,0,1.564945227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.129890454,17.2143975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.824726135,0,0,0,0,0,0,0,0,0,0,0,1.564945227,0,0,0,1.564945227,0,0,0,0,0,0,0,0,0,0,0,3.129890454,0,1.564945227,1.564945227,0,0,0,1.564945227,0,0,1.564945227,1.564945227,0,0,0,3.129890454,0,0,7.824726135,3.129890454,0,0,0,0
0,0,2.219755827,0,0,0,0,0,2.219755827,0,0,0,0,0,0,0,2.219755827,0,0,0,0,0,0,0,0,0,0,0,2.219755827,0,2.219755827,0,6.659267481,2.219755827,0,2.219755827,0,0,0,0,0,2.219755827,2.219755827,4.439511654,0,0,2.219755827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.659267481,0,0,0,0,0,0,2.219755827,0,0,0,0,0,8.879023307,0,0,0,0,0,0,0,0,0,2.219755827,0,0,0,0,0,0,0,2.219755827,0,0,0,0,0,0,0,0,0,0,0,2.219755827,0,0,0,0,4.439511654,0,0,0,0,0,0,0,0,0,0,6.659267481,0,0,0,0,0
0,0,3.147623544,0,0,1.573811772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.869058861,4.721435316,0,0,0,0,0,0,0,1.573811772,6.295247088,1.573811772,0,0,0,0,0,0,3.147623544,0,0,0,0,0,0,0,0,3.147623544,0,0,0,0,3.147623544,0,6.295247088,1.573811772,0,0,4.721435316,0,0,0,0,0,0,0,0,0,0,0,6.295247088,0,0,0,0,0,0,0,0,0,0,0,4.721435316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.721435316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.16430595,6.295247088,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.564945227,1.564945227,0,0,0,0,0,10.95461659,0,0,0,0,1.564945227,0,6.259780908,0,7.824726135,1.564945227,3.129890454,1.564945227,0,0,0,0,0,4.694835681,4.694835681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.564945227,0,0,0,1.564945227,0,4.694835681,0,25.03912363,0,0,0,0,0,0,0,0,0,1.564945227,0,0,0,0,0,37.55868545,0,0,1.564945227,1.564945227,0,0,0,0,0,0,0,1.564945227,0,0,0,1.564945227,0,0,0,3.129890454,0,0,0,0,0,0,0,1.564945227,0,1.564945227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.694835681,4.694835681,0,0,0,0
